time,action,inst_id,side,price,size,ord_id,sl_price,tp_price,pnl_pct,vol_ratio,rsi,atr,status
2026-03-24 20:14:22,"📰 情绪反转平空 (score=77>65, 2维确认, PnL=-0.01%)",ETH-USDT-SWAP,close_short,2165.74,1,3417588270599987202,0,0,-0.01,0.00,0.0,0.000000,success
2026-03-24 20:14:25,"📰 情绪反转平空 (score=73>65, 2维确认, PnL=-0.05%)",ETH-USDT-SWAP,close_short,2165.73,1,3417588342976897024,0,0,0.00,0.00,0.0,0.000000,success
2026-03-24 22:32:39,"📰 情绪反转平多 (score=24<35, 2维确认, PnL=-1.47%)",ETH-USDT-SWAP,close_long,2133.6,1,3417866670984093696,0,0,-1.47,0.00,0.0,0.000000,success
2026-03-25 05:00:44,📉 加权做空 @2149.00 (分=52 情绪21/ADX18/ML12),ETH-USDT-SWAP,sell,2149.0,1,3418647928353808384,2191.98,1977.08,0.00,0.00,0.0,0.000000,success
2026-03-25 06:06:41,"📰 情绪反转平空 (score=69>65, 2维确认, PnL=-0.01%)",ETH-USDT-SWAP,close_short,2149.19,1,3418780767363751936,0,0,-0.01,0.00,0.0,0.000000,success
2026-03-25 08:00:27,📉 加权做空 @2155.95 (分=58 情绪37/ADX18/ML11),ETH-USDT-SWAP,sell,2155.95,1,3419009771060551680,2199.069,2026.593,0.00,0.00,0.0,0.000000,success
2026-03-25 11:36:09,"📰 情绪反转平空 (score=67>65, 2维确认, PnL=-0.03%)",ETH-USDT-SWAP,close_short,2156.56,1,3419444064094216192,0,0,-0.13,0.00,0.0,0.000000,success
2026-03-25 12:07:13,📉 加权做空 @2160.73 (分=58 情绪39/ADX18/ML10),ETH-USDT-SWAP,sell,2160.73,1,3419506574524637184,2203.9446,2031.0862,0.00,0.00,0.0,0.000000,success
2026-03-25 12:31:40,"📰 情绪反转平空 (score=69>65, 2维确认, PnL=-0.05%)",ETH-USDT-SWAP,close_short,2161.86,1,3419555822599364608,0,0,-0.05,0.00,0.0,0.000000,success
2026-03-25 12:40:43,📉 加权做空 @2160.67 (分=51 情绪38/ADX18/ML19),ETH-USDT-SWAP,sell,2160.67,1,3419574011282546688,2203.8834,2031.0298,0.00,0.00,0.0,0.000000,success
2026-03-25 13:31:51,"📰 情绪反转平空 (score=68>65, 2维确认, PnL=-0.49%)",ETH-USDT-SWAP,close_short,2171.33,1,3419676989565919232,0,0,-0.49,0.00,0.0,0.000000,success
2026-03-25 17:46:00,📉 加权做空 @2178.63 (分=55 情绪30/ADX27/ML28),ETH-USDT-SWAP,sell,2178.63,1,3420188570972282880,2222.2026,2004.3396,0.00,0.00,0.0,0.000000,success
2026-03-25 18:14:41,"📰 情绪反转平空 (score=66>65, 2维确认, PnL=-0.29%)",ETH-USDT-SWAP,close_short,2184.99,1,3420246363985108992,0,0,-0.28,0.00,0.0,0.000000,success
2026-03-25 18:21:29,📉 加权做空 @2184.59 (分=51 情绪48/ADX30/ML21),ETH-USDT-SWAP,sell,2184.59,1,3420260013860937728,2228.2818,2097.2064,0.00,0.00,0.0,0.000000,success
2026-03-25 18:54:15,"📰 情绪反转平空 (score=72>65, 3维确认, PnL=-0.03%)",ETH-USDT-SWAP,close_short,2185.31,1,3420326036165320704,0,0,-0.03,0.00,0.0,0.000000,success
